M9 —— 步態（★★★ 承重、連續、動態觸地）　模式：播放 A_kp250_walk.json

⚠️⚠️ 確認：狗趴在地上、16 顆洩力、**吊帶掛在 292 mm 以下且鬆弛**、
      **地面淨空且留出走動空間**、第二個終端機備著 estop。

✅ 結構檢查通過
✅ 16 顆全部洩力中
✅ mc_ctrl PID=2411 狀態=S
✅ 機身姿態 roll -5.3° pitch +2.2°
✅ 前後膝反號（後腿往前彎，原廠預設）

軌跡檔：前進　duty 0.8 ω 1.4 d_step 0.1 x_off -0.03 g_c 0.048 z_sag 0.0360

RL policy：cpg_rl_max_v2_3_np.npz　preset v2.3　obs 66 act 10　sha 5a9de707c38b
  指令 vx 0.3 wz 0　混合比例 1　起步淡入 50 步
✅ 基準步態與 policy 訓練基準一致（說兩次）
✅ 推論 0.18 ms/步（預算 10 ms）

互動模式　最壞情況 52.0 秒：
  站起來 6.5 ＋ 等①10 ＋ 降增益 1.5 ＋ 淡入 3.0 ＋ 走 10 ＋ 淡出 3.0 ＋ 升增益 1.5 ＋ 等③10 ＋ 趴下 6.5
  （等②就是「走」那段；三個等待逾時都是自動往下走，不是中止）
✅ 在承重上限 60 秒之內

步態最大命令速度 9.61 rad/s（bl3_knee_pitch）　上限 14.0
✅ 在上限內（⚠️ 保護門檻 --vmax 18.0 必須高於這個，否則會誤中止）
✅ 步態全程在機構限位內

增益：步態 ABAD 60 / HIP·KNEE 250　kd 2.0（站立段一律 250）　輪 **kp 0** kd 0.5（純阻尼）
保護：力矩 ABAD 50 / HIP 50 / KNEE 70、硬上限 120
      誤差 0.6 rad、速度 18.0 rad/s、傾角 ±20°、迴圈間隔 250 ms

✅ 已凍結 mc_ctrl（T）

     t           階段     kp     最大|誤差|    最大|τ|               關節   roll  pitch      輪速
 30.80      STOPPED    250     0.0587    14.79   bl3_knee_pitch   +0.4   -1.0    0.00
 31.05      STOPPED    250     0.0587    14.79   bl3_knee_pitch   +0.4   -1.0    0.00
 31.30      STOPPED    250     0.0587    14.83   bl3_knee_pitch   +0.4   -1.0    0.00
 31.56      STOPPED    250     0.0587    14.83   bl3_knee_pitch   +0.4   -1.0    0.00
 31.81      STOPPED    250     0.0587    14.78   bl3_knee_pitch   +0.4   -1.0    0.01
 32.06      STOPPED    250     0.0587    14.76   bl3_knee_pitch   +0.4   -1.0    0.00
 32.31      STOPPED    250     0.0587    14.79   bl3_knee_pitch   +0.4   -1.0    0.00
 32.56      STOPPED    250     0.0587    14.74   bl3_knee_pitch   +0.4   -1.0    0.00
 32.82      STOPPED    250     0.0587    14.78   bl3_knee_pitch   +0.4   -1.0    0.00
 33.07      STOPPED    250     0.0587    14.80   bl3_knee_pitch   +0.4   -1.1    0.00
 33.32      STOPPED    250     0.0587    14.82   bl3_knee_pitch   +0.4   -1.1    0.00
 33.57      STOPPED    250     0.0587    14.79   bl3_knee_pitch   +0.4   -1.1    0.00
 33.83      STOPPED    250     0.0587    14.77   bl3_knee_pitch   +0.4   -1.1    0.00
 34.08      STOPPED    250     0.0587    14.77   bl3_knee_pitch   +0.4   -1.1    0.00
 34.33      STOPPED    250     0.0587    14.82   bl3_knee_pitch   +0.4   -1.1    0.00
 34.59      STOPPED    250     0.0587    14.82   bl3_knee_pitch   +0.4   -1.1    0.00
 34.84      STOPPED    250     0.0587    14.76   bl3_knee_pitch   +0.4   -1.1    0.00
 35.09      STOPPED    250     0.0587    14.79   bl3_knee_pitch   +0.4   -1.1    0.00

  ▸ STOPPED 結束（按下 Enter），進入 SIT_crouch

 35.35   SIT_crouch    250     0.0412    11.86   bl3_knee_pitch   +0.4   -1.1    0.04
 35.60   SIT_crouch    250     0.0521    13.01   bl3_knee_pitch   +0.5   -0.9    0.17
 35.85   SIT_crouch    250     0.0559    14.17   bl3_knee_pitch   +0.5   -0.8    0.12
 36.11   SIT_crouch    250     0.0424    13.84   bl3_knee_pitch   +0.6   -0.7    0.18
 36.36   SIT_crouch    250     0.0448    14.97   fr3_knee_pitch   +0.8   -0.8    0.39
 36.62   SIT_crouch    250     0.0586    15.91   fr3_knee_pitch   +0.8   -0.8    0.17

  ▸ SIT_crouch 結束（時間到），進入 SIT_hold

 36.87     SIT_hold    250     0.0652    16.40   bl3_knee_pitch   +0.8   -0.9    0.01
 37.12     SIT_hold    250     0.0652    16.40   fr3_knee_pitch   +0.8   -0.9    0.01
 37.37     SIT_hold    250     0.0656    16.49   bl3_knee_pitch   +0.8   -0.9    0.00
 37.63     SIT_hold    250     0.0656    16.51   bl3_knee_pitch   +0.8   -0.9    0.02
 37.88     SIT_hold    250     0.0660    16.59   bl3_knee_pitch   +0.8   -0.9    0.00
 38.13     SIT_hold    250     0.0660    16.49   bl3_knee_pitch   +0.8   -0.9    0.00

  ▸ SIT_hold 結束（時間到），進入 SIT_LIE

